STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS
USC00116738,"PERRY 6 NW, IL US",1/1/2000,0,50,29,41
USC00116738,"PERRY 6 NW, IL US",1/2/2000,0,61,52,60
USC00116738,"PERRY 6 NW, IL US",1/3/2000,0,65,34,36
USC00116738,"PERRY 6 NW, IL US",1/4/2000,0.06,42,22,22
USC00116738,"PERRY 6 NW, IL US",1/5/2000,0,26,10,15
USC00116738,"PERRY 6 NW, IL US",1/6/2000,0,35,20,32
USC00116738,"PERRY 6 NW, IL US",1/7/2000,0,45,23,27
USC00116738,"PERRY 6 NW, IL US",1/8/2000,0,44,25,32
USC00116738,"PERRY 6 NW, IL US",1/9/2000,0.04,44,32,41
USC00116738,"PERRY 6 NW, IL US",1/10/2000,0.07,50,37,40
USC00116738,"PERRY 6 NW, IL US",1/11/2000,0,54,29,30
USC00116738,"PERRY 6 NW, IL US",1/12/2000,0,42,21,27
USC00116738,"PERRY 6 NW, IL US",1/13/2000,0,49,22,22
USC00116738,"PERRY 6 NW, IL US",1/14/2000,0,32,10,14
USC00116738,"PERRY 6 NW, IL US",1/15/2000,0,39,19,33
USC00116738,"PERRY 6 NW, IL US",1/16/2000,0,61,29,29
USC00116738,"PERRY 6 NW, IL US",1/17/2000,0,37,28,29
USC00116738,"PERRY 6 NW, IL US",1/18/2000,0,32,27,28
USC00116738,"PERRY 6 NW, IL US",1/19/2000,0,37,23,28
USC00116738,"PERRY 6 NW, IL US",1/20/2000,0.04,35,6,6
USC00116738,"PERRY 6 NW, IL US",1/21/2000,0,21,5,9
USC00116738,"PERRY 6 NW, IL US",1/22/2000,0,37,7,25
USC00116738,"PERRY 6 NW, IL US",1/23/2000,0,40,20,22
USC00116738,"PERRY 6 NW, IL US",1/24/2000,0,25,3,5
USC00116738,"PERRY 6 NW, IL US",1/25/2000,0,34,4,17
USC00116738,"PERRY 6 NW, IL US",1/26/2000,0,24,4,6
USC00116738,"PERRY 6 NW, IL US",1/27/2000,0,24,0,8
USC00116738,"PERRY 6 NW, IL US",1/28/2000,0,31,8,15
USC00116738,"PERRY 6 NW, IL US",1/29/2000,0,29,14,20
USC00116738,"PERRY 6 NW, IL US",1/30/2000,0.29,25,17,24
USC00116738,"PERRY 6 NW, IL US",1/31/2000,0,29,10,12
USC00116738,"PERRY 6 NW, IL US",2/1/2000,0,32,15,18
USC00116738,"PERRY 6 NW, IL US",2/2/2000,0,32,15,17
USC00116738,"PERRY 6 NW, IL US",2/3/2000,0,39,19,38
USC00116738,"PERRY 6 NW, IL US",2/4/2000,0,44,23,25
USC00116738,"PERRY 6 NW, IL US",2/5/2000,0,34,25,26
USC00116738,"PERRY 6 NW, IL US",2/6/2000,0,38,24,24
USC00116738,"PERRY 6 NW, IL US",2/7/2000,0,49,25,30
USC00116738,"PERRY 6 NW, IL US",2/8/2000,0,47,17,23
USC00116738,"PERRY 6 NW, IL US",2/9/2000,0,47,22,46
USC00116738,"PERRY 6 NW, IL US",2/10/2000,0.01,64,37,45
USC00116738,"PERRY 6 NW, IL US",2/11/2000,0,63,27,30
USC00116738,"PERRY 6 NW, IL US",2/12/2000,0,31,24,24
USC00116738,"PERRY 6 NW, IL US",2/13/2000,0,45,24,37
USC00116738,"PERRY 6 NW, IL US",2/14/2000,0.06,38,29,30
USC00116738,"PERRY 6 NW, IL US",2/15/2000,0,34,28,34
USC00116738,"PERRY 6 NW, IL US",2/16/2000,0,55,27,28
USC00116738,"PERRY 6 NW, IL US",2/17/2000,0,40,22,28
USC00116738,"PERRY 6 NW, IL US",2/18/2000,0.57,38,28,34
USC00116738,"PERRY 6 NW, IL US",2/19/2000,0.01,35,26,28
USC00116738,"PERRY 6 NW, IL US",2/20/2000,0,34,25,29
USC00116738,"PERRY 6 NW, IL US",2/21/2000,0,49,29,37
USC00116738,"PERRY 6 NW, IL US",2/22/2000,0,57,37,51
USC00116738,"PERRY 6 NW, IL US",2/23/2000,0,70,46,57
USC00116738,"PERRY 6 NW, IL US",2/24/2000,0.09,61,53,55
USC00116738,"PERRY 6 NW, IL US",2/25/2000,0,69,43,59
USC00116738,"PERRY 6 NW, IL US",2/26/2000,0.32,74,51,56
USC00116738,"PERRY 6 NW, IL US",2/27/2000,0.05,62,39,39
USC00116738,"PERRY 6 NW, IL US",2/28/2000,0,56,28,39
USC00116738,"PERRY 6 NW, IL US",2/29/2000,0,64,41,49
USC00116738,"PERRY 6 NW, IL US",3/1/2000,0.19,66,36,38
USC00116738,"PERRY 6 NW, IL US",3/2/2000,0,53,30,35
USC00116738,"PERRY 6 NW, IL US",3/3/2000,0,49,33,33
USC00116738,"PERRY 6 NW, IL US",3/4/2000,0,41,24,35
USC00116738,"PERRY 6 NW, IL US",3/5/2000,0,60,35,55
USC00116738,"PERRY 6 NW, IL US",3/6/2000,0,68,32,45
USC00116738,"PERRY 6 NW, IL US",3/7/2000,0,72,47,61
USC00116738,"PERRY 6 NW, IL US",3/8/2000,0,81,60,63
USC00116738,"PERRY 6 NW, IL US",3/9/2000,0,79,39,39
USC00116738,"PERRY 6 NW, IL US",3/10/2000,0,43,32,32
USC00116738,"PERRY 6 NW, IL US",3/11/2000,0,40,30,30
USC00116738,"PERRY 6 NW, IL US",3/12/2000,0,46,23,45
USC00116738,"PERRY 6 NW, IL US",3/13/2000,0,55,39,42
USC00116738,"PERRY 6 NW, IL US",3/14/2000,0,50,26,41
USC00116738,"PERRY 6 NW, IL US",3/15/2000,0.08,52,41,51
USC00116738,"PERRY 6 NW, IL US",3/16/2000,0.49,70,34,34
USC00116738,"PERRY 6 NW, IL US",3/17/2000,0,45,25,32
USC00116738,"PERRY 6 NW, IL US",3/18/2000,0.13,46,31,32
USC00116738,"PERRY 6 NW, IL US",3/19/2000,0.4,42,32,39
USC00116738,"PERRY 6 NW, IL US",3/20/2000,0.21,43,36,36
USC00116738,"PERRY 6 NW, IL US",3/21/2000,0.08,45,36,44
USC00116738,"PERRY 6 NW, IL US",3/22/2000,0.01,52,44,48
USC00116738,"PERRY 6 NW, IL US",3/23/2000,0,58,41,51
USC00116738,"PERRY 6 NW, IL US",3/24/2000,0.13,69,52,60
USC00116738,"PERRY 6 NW, IL US",3/25/2000,0,73,44,46
USC00116738,"PERRY 6 NW, IL US",3/26/2000,0,68,37,60
USC00116738,"PERRY 6 NW, IL US",3/27/2000,0.41,72,39,47
USC00116738,"PERRY 6 NW, IL US",3/28/2000,0,61,28,32
USC00116738,"PERRY 6 NW, IL US",3/29/2000,0,53,26,44
USC00116738,"PERRY 6 NW, IL US",3/30/2000,0,57,34,44
USC00116738,"PERRY 6 NW, IL US",3/31/2000,0,60,30,50
USC00116738,"PERRY 6 NW, IL US",4/1/2000,0,67,43,44
USC00116738,"PERRY 6 NW, IL US",4/2/2000,0.09,64,43,51
USC00116738,"PERRY 6 NW, IL US",4/3/2000,0,63,43,44
USC00116738,"PERRY 6 NW, IL US",4/4/2000,0,55,33,34
USC00116738,"PERRY 6 NW, IL US",4/5/2000,0,51,32,41
USC00116738,"PERRY 6 NW, IL US",4/6/2000,0,81,51,51
USC00116738,"PERRY 6 NW, IL US",4/7/2000,0,60,46,49
USC00116738,"PERRY 6 NW, IL US",4/8/2000,0.15,55,29,30
USC00116738,"PERRY 6 NW, IL US",4/9/2000,0,49,33,48
USC00116738,"PERRY 6 NW, IL US",4/10/2000,0,67,37,44
USC00116738,"PERRY 6 NW, IL US",4/11/2000,0.01,62,38,39
USC00116738,"PERRY 6 NW, IL US",4/12/2000,0,53,27,41
USC00116738,"PERRY 6 NW, IL US",4/13/2000,0,56,30,40
USC00116738,"PERRY 6 NW, IL US",4/14/2000,0,69,39,51
USC00116738,"PERRY 6 NW, IL US",4/15/2000,0,76,51,51
USC00116738,"PERRY 6 NW, IL US",4/16/2000,0,78,48,56
USC00116738,"PERRY 6 NW, IL US",4/17/2000,0.32,72,42,45
USC00116738,"PERRY 6 NW, IL US",4/18/2000,0,50,44,50
USC00116738,"PERRY 6 NW, IL US",4/19/2000,0,65,49,61
USC00116738,"PERRY 6 NW, IL US",4/20/2000,0.82,77,57,62
USC00116738,"PERRY 6 NW, IL US",4/21/2000,0.09,65,40,42
USC00116738,"PERRY 6 NW, IL US",4/22/2000,0,62,37,38
USC00116738,"PERRY 6 NW, IL US",4/23/2000,0,73,35,56
USC00116738,"PERRY 6 NW, IL US",4/24/2000,0.11,63,43,44
USC00116738,"PERRY 6 NW, IL US",4/25/2000,0,66,38,48
USC00116738,"PERRY 6 NW, IL US",4/26/2000,0,68,36,49
USC00116738,"PERRY 6 NW, IL US",4/27/2000,0.08,73,49,52
USC00116738,"PERRY 6 NW, IL US",4/28/2000,0.12,62,44,52
USC00116738,"PERRY 6 NW, IL US",4/29/2000,0.07,73,45,50
USC00116738,"PERRY 6 NW, IL US",4/30/2000,0,68,44,50
USC00116738,"PERRY 6 NW, IL US",5/1/2000,0,79,50,62
USC00116738,"PERRY 6 NW, IL US",5/2/2000,0,72,50,53
USC00116738,"PERRY 6 NW, IL US",5/3/2000,0,76,51,59
USC00116738,"PERRY 6 NW, IL US",5/4/2000,0,79,58,66
USC00116738,"PERRY 6 NW, IL US",5/5/2000,0,77,55,65
USC00116738,"PERRY 6 NW, IL US",5/6/2000,0,81,60,60
USC00116738,"PERRY 6 NW, IL US",5/7/2000,0.19,82,61,71
USC00116738,"PERRY 6 NW, IL US",5/8/2000,0,80,68,73
USC00116738,"PERRY 6 NW, IL US",5/9/2000,0.31,87,62,62
USC00116738,"PERRY 6 NW, IL US",5/10/2000,0.25,68,47,58
USC00116738,"PERRY 6 NW, IL US",5/11/2000,0,73,58,64
USC00116738,"PERRY 6 NW, IL US",5/12/2000,0,89,75,78
USC00116738,"PERRY 6 NW, IL US",5/13/2000,0,86,49,50
USC00116738,"PERRY 6 NW, IL US",5/14/2000,0,61,36,50
USC00116738,"PERRY 6 NW, IL US",5/15/2000,0,72,48,57
USC00116738,"PERRY 6 NW, IL US",5/16/2000,0,75,58,63
USC00116738,"PERRY 6 NW, IL US",5/17/2000,0,81,63,65
USC00116738,"PERRY 6 NW, IL US",5/18/2000,0,83,66,72
USC00116738,"PERRY 6 NW, IL US",5/19/2000,0,86,48,49
USC00116738,"PERRY 6 NW, IL US",5/20/2000,0,57,40,57
USC00116738,"PERRY 6 NW, IL US",5/21/2000,0,70,46,63
USC00116738,"PERRY 6 NW, IL US",5/22/2000,0.06,67,56,63
USC00116738,"PERRY 6 NW, IL US",5/23/2000,0,82,61,70
USC00116738,"PERRY 6 NW, IL US",5/24/2000,0,85,61,74
USC00116738,"PERRY 6 NW, IL US",5/25/2000,0,87,52,62
USC00116738,"PERRY 6 NW, IL US",5/26/2000,0,81,50,56
USC00116738,"PERRY 6 NW, IL US",5/27/2000,2.11,64,55,64
USC00116738,"PERRY 6 NW, IL US",5/28/2000,0.01,77,55,57
USC00116738,"PERRY 6 NW, IL US",5/29/2000,0,63,55,56
USC00116738,"PERRY 6 NW, IL US",5/30/2000,0,70,56,69
USC00116738,"PERRY 6 NW, IL US",5/31/2000,0,87,69,72
USC00116738,"PERRY 6 NW, IL US",6/1/2000,0,90,68,74
USC00116738,"PERRY 6 NW, IL US",6/2/2000,0,89,62,66
USC00116738,"PERRY 6 NW, IL US",6/3/2000,0,75,49,66
USC00116738,"PERRY 6 NW, IL US",6/4/2000,0,76,53,61
USC00116738,"PERRY 6 NW, IL US",6/5/2000,0.23,71,55,55
USC00116738,"PERRY 6 NW, IL US",6/6/2000,0,64,47,55
USC00116738,"PERRY 6 NW, IL US",6/7/2000,0,74,45,65
USC00116738,"PERRY 6 NW, IL US",6/8/2000,0,79,61,71
USC00116738,"PERRY 6 NW, IL US",6/9/2000,0,87,63,70
USC00116738,"PERRY 6 NW, IL US",6/10/2000,0,88,70,77
USC00116738,"PERRY 6 NW, IL US",6/11/2000,0.35,85,70,71
USC00116738,"PERRY 6 NW, IL US",6/12/2000,0.61,75,69,71
USC00116738,"PERRY 6 NW, IL US",6/13/2000,0,84,71,77
USC00116738,"PERRY 6 NW, IL US",6/14/2000,0.36,88,64,67
USC00116738,"PERRY 6 NW, IL US",6/15/2000,0.04,78,59,67
USC00116738,"PERRY 6 NW, IL US",6/16/2000,0,83,67,72
USC00116738,"PERRY 6 NW, IL US",6/17/2000,0.23,73,55,59
USC00116738,"PERRY 6 NW, IL US",6/18/2000,0.06,66,57,61
USC00116738,"PERRY 6 NW, IL US",6/19/2000,0,75,50,63
USC00116738,"PERRY 6 NW, IL US",6/20/2000,0.04,83,63,74
USC00116738,"PERRY 6 NW, IL US",6/21/2000,1.62,80,67,69
USC00116738,"PERRY 6 NW, IL US",6/22/2000,0,80,65,71
USC00116738,"PERRY 6 NW, IL US",6/23/2000,0,87,66,76
USC00116738,"PERRY 6 NW, IL US",6/24/2000,0.81,86,66,69
USC00116738,"PERRY 6 NW, IL US",6/25/2000,0.39,80,60,75
USC00116738,"PERRY 6 NW, IL US",6/26/2000,0.95,85,68,69
USC00116738,"PERRY 6 NW, IL US",6/27/2000,0.01,78,57,65
USC00116738,"PERRY 6 NW, IL US",6/28/2000,0,76,61,67
USC00116738,"PERRY 6 NW, IL US",6/29/2000,0.06,78,57,66
USC00116738,"PERRY 6 NW, IL US",6/30/2000,0,79,60,67
USC00116738,"PERRY 6 NW, IL US",7/1/2000,0,78,57,63
USC00116738,"PERRY 6 NW, IL US",7/2/2000,0.01,83,63,69
USC00116738,"PERRY 6 NW, IL US",7/3/2000,1.23,89,67,75
USC00116738,"PERRY 6 NW, IL US",7/4/2000,0.01,87,70,78
USC00116738,"PERRY 6 NW, IL US",7/5/2000,0.45,87,72,76
USC00116738,"PERRY 6 NW, IL US",7/6/2000,0.29,90,68,73
USC00116738,"PERRY 6 NW, IL US",7/7/2000,0,88,68,69
USC00116738,"PERRY 6 NW, IL US",7/8/2000,0,86,66,75
USC00116738,"PERRY 6 NW, IL US",7/9/2000,0,88,71,81
USC00116738,"PERRY 6 NW, IL US",7/10/2000,0,91,74,79
USC00116738,"PERRY 6 NW, IL US",7/11/2000,0.4,89,71,71
USC00116738,"PERRY 6 NW, IL US",7/12/2000,0.01,86,71,72
USC00116738,"PERRY 6 NW, IL US",7/13/2000,0,87,70,74
USC00116738,"PERRY 6 NW, IL US",7/14/2000,0,88,71,77
USC00116738,"PERRY 6 NW, IL US",7/15/2000,0,89,66,77
USC00116738,"PERRY 6 NW, IL US",7/16/2000,0,86,62,71
USC00116738,"PERRY 6 NW, IL US",7/17/2000,0,86,65,70
USC00116738,"PERRY 6 NW, IL US",7/18/2000,0,83,62,70
USC00116738,"PERRY 6 NW, IL US",7/19/2000,0.16,80,59,61
USC00116738,"PERRY 6 NW, IL US",7/20/2000,0,73,53,64
USC00116738,"PERRY 6 NW, IL US",7/21/2000,0,78,60,63
USC00116738,"PERRY 6 NW, IL US",7/22/2000,0,77,53,68
USC00116738,"PERRY 6 NW, IL US",7/23/2000,0,79,54,68
USC00116738,"PERRY 6 NW, IL US",7/24/2000,0,79,52,66
USC00116738,"PERRY 6 NW, IL US",7/25/2000,0,80,50,63
USC00116738,"PERRY 6 NW, IL US",7/26/2000,0,82,57,70
USC00116738,"PERRY 6 NW, IL US",7/27/2000,0.04,84,63,70
USC00116738,"PERRY 6 NW, IL US",7/28/2000,0.11,86,70,63
USC00116738,"PERRY 6 NW, IL US",7/29/2000,0.8,77,65,66
USC00116738,"PERRY 6 NW, IL US",7/30/2000,0,79,65,66
USC00116738,"PERRY 6 NW, IL US",7/31/2000,0.1,80,64,66
USC00116738,"PERRY 6 NW, IL US",8/1/2000,0.07,84,66,72
USC00116738,"PERRY 6 NW, IL US",8/2/2000,0,86,71,75
USC00116738,"PERRY 6 NW, IL US",8/3/2000,0.28,88,63,68
USC00116738,"PERRY 6 NW, IL US",8/4/2000,0,78,59,64
USC00116738,"PERRY 6 NW, IL US",8/5/2000,0,79,63,67
USC00116738,"PERRY 6 NW, IL US",8/6/2000,0,84,67,78
USC00116738,"PERRY 6 NW, IL US",8/7/2000,0.01,87,62,70
USC00116738,"PERRY 6 NW, IL US",8/8/2000,0.57,89,67,67
USC00116738,"PERRY 6 NW, IL US",8/9/2000,0.91,86,67,80
USC00116738,"PERRY 6 NW, IL US",8/10/2000,0,89,64,70
USC00116738,"PERRY 6 NW, IL US",8/11/2000,0,86,60,69
USC00116738,"PERRY 6 NW, IL US",8/12/2000,0,88,62,72
USC00116738,"PERRY 6 NW, IL US",8/13/2000,0.01,85,61,66
USC00116738,"PERRY 6 NW, IL US",8/14/2000,0,82,65,75
USC00116738,"PERRY 6 NW, IL US",8/15/2000,0,89,72,78
USC00116738,"PERRY 6 NW, IL US",8/16/2000,0,94,69,71
USC00116738,"PERRY 6 NW, IL US",8/17/2000,0,86,69,74
USC00116738,"PERRY 6 NW, IL US",8/18/2000,0.41,96,58,62
USC00116738,"PERRY 6 NW, IL US",8/19/2000,0,78,58,64
USC00116738,"PERRY 6 NW, IL US",8/20/2000,0.11,71,60,64
USC00116738,"PERRY 6 NW, IL US",8/21/2000,0.02,76,61,65
USC00116738,"PERRY 6 NW, IL US",8/22/2000,0,84,65,70
USC00116738,"PERRY 6 NW, IL US",8/23/2000,0.83,91,66,71
USC00116738,"PERRY 6 NW, IL US",8/24/2000,0.19,90,66,69
USC00116738,"PERRY 6 NW, IL US",8/25/2000,0,87,66,70
USC00116738,"PERRY 6 NW, IL US",8/26/2000,0,86,70,74
USC00116738,"PERRY 6 NW, IL US",8/27/2000,0,90,71,75
USC00116738,"PERRY 6 NW, IL US",8/28/2000,0.02,84,71,73
USC00116738,"PERRY 6 NW, IL US",8/29/2000,0,93,72,80
USC00116738,"PERRY 6 NW, IL US",8/30/2000,0,94,70,73
USC00116738,"PERRY 6 NW, IL US",8/31/2000,0,93,72,76
USC00116738,"PERRY 6 NW, IL US",9/1/2000,0,95,71,75
USC00116738,"PERRY 6 NW, IL US",9/2/2000,0,97,68,72
USC00116738,"PERRY 6 NW, IL US",9/3/2000,0,95,72,76
USC00116738,"PERRY 6 NW, IL US",9/4/2000,0.01,90,63,70
USC00116738,"PERRY 6 NW, IL US",9/5/2000,0,77,55,58
USC00116738,"PERRY 6 NW, IL US",9/6/2000,0,77,45,52
USC00116738,"PERRY 6 NW, IL US",9/7/2000,0,82,52,64
USC00116738,"PERRY 6 NW, IL US",9/8/2000,0,89,64,69
USC00116738,"PERRY 6 NW, IL US",9/9/2000,0,87,67,70
USC00116738,"PERRY 6 NW, IL US",9/10/2000,0,87,70,71
USC00116738,"PERRY 6 NW, IL US",9/11/2000,0,92,71,76
USC00116738,"PERRY 6 NW, IL US",9/12/2000,0.81,94,61,61
USC00116738,"PERRY 6 NW, IL US",9/13/2000,0,78,48,55
USC00116738,"PERRY 6 NW, IL US",9/14/2000,0.51,83,55,61
USC00116738,"PERRY 6 NW, IL US",9/15/2000,0,78,48,52
USC00116738,"PERRY 6 NW, IL US",9/16/2000,0,69,38,42
USC00116738,"PERRY 6 NW, IL US",9/17/2000,0,74,42,60
USC00116738,"PERRY 6 NW, IL US",9/18/2000,0,87,53,64
USC00116738,"PERRY 6 NW, IL US",9/19/2000,0,88,57,66
USC00116738,"PERRY 6 NW, IL US",9/20/2000,0,90,60,61
USC00116738,"PERRY 6 NW, IL US",9/21/2000,0.41,62,39,47
USC00116738,"PERRY 6 NW, IL US",9/22/2000,0.05,68,46,55
USC00116738,"PERRY 6 NW, IL US",9/23/2000,0,85,59,62
USC00116738,"PERRY 6 NW, IL US",9/24/2000,0.82,63,54,55
USC00116738,"PERRY 6 NW, IL US",9/25/2000,0.54,59,43,44
USC00116738,"PERRY 6 NW, IL US",9/26/2000,0.13,57,34,45
USC00116738,"PERRY 6 NW, IL US",9/27/2000,0,69,43,56
USC00116738,"PERRY 6 NW, IL US",9/28/2000,0,79,45,50
USC00116738,"PERRY 6 NW, IL US",9/29/2000,0,73,43,51
USC00116738,"PERRY 6 NW, IL US",9/30/2000,0,77,51,56
USC00116738,"PERRY 6 NW, IL US",10/1/2000,0,78,57,61
USC00116738,"PERRY 6 NW, IL US",10/2/2000,0,83,58,62
USC00116738,"PERRY 6 NW, IL US",10/3/2000,0,83,51,61
USC00116738,"PERRY 6 NW, IL US",10/4/2000,0.15,84,53,53
USC00116738,"PERRY 6 NW, IL US",10/5/2000,1.18,57,52,52
USC00116738,"PERRY 6 NW, IL US",10/6/2000,0.49,56,36,37
USC00116738,"PERRY 6 NW, IL US",10/7/2000,0,49,28,28
USC00116738,"PERRY 6 NW, IL US",10/8/2000,0,45,26,30
USC00116738,"PERRY 6 NW, IL US",10/9/2000,0,49,28,31
USC00116738,"PERRY 6 NW, IL US",10/10/2000,0,58,27,35
USC00116738,"PERRY 6 NW, IL US",10/11/2000,0,64,28,32
USC00116738,"PERRY 6 NW, IL US",10/12/2000,0,68,32,46
USC00116738,"PERRY 6 NW, IL US",10/13/2000,0,76,46,52
USC00116738,"PERRY 6 NW, IL US",10/14/2000,0,80,57,66
USC00116738,"PERRY 6 NW, IL US",10/15/2000,0.67,80,54,56
USC00116738,"PERRY 6 NW, IL US",10/16/2000,0.01,66,49,50
USC00116738,"PERRY 6 NW, IL US",10/17/2000,0.16,57,46,46
USC00116738,"PERRY 6 NW, IL US",10/18/2000,0,65,39,43
USC00116738,"PERRY 6 NW, IL US",10/19/2000,0,74,43,47
USC00116738,"PERRY 6 NW, IL US",10/20/2000,0,78,47,51
USC00116738,"PERRY 6 NW, IL US",10/21/2000,0,78,47,47
USC00116738,"PERRY 6 NW, IL US",10/22/2000,0,78,46,51
USC00116738,"PERRY 6 NW, IL US",10/23/2000,0.11,65,51,60
USC00116738,"PERRY 6 NW, IL US",10/24/2000,0.02,75,54,59
USC00116738,"PERRY 6 NW, IL US",10/25/2000,0,78,58,59
USC00116738,"PERRY 6 NW, IL US",10/26/2000,0,79,59,61
USC00116738,"PERRY 6 NW, IL US",10/27/2000,0,77,56,58
USC00116738,"PERRY 6 NW, IL US",10/28/2000,0,78,48,52
USC00116738,"PERRY 6 NW, IL US",10/29/2000,0,60,45,45
USC00116738,"PERRY 6 NW, IL US",10/30/2000,0,64,45,56
USC00116738,"PERRY 6 NW, IL US",10/31/2000,0,75,51,55
USC00116738,"PERRY 6 NW, IL US",11/1/2000,0,72,55,62
USC00116738,"PERRY 6 NW, IL US",11/2/2000,0.02,80,56,56
USC00116738,"PERRY 6 NW, IL US",11/3/2000,0,69,39,48
USC00116738,"PERRY 6 NW, IL US",11/4/2000,0,62,39,39
USC00116738,"PERRY 6 NW, IL US",11/5/2000,0,61,30,45
USC00116738,"PERRY 6 NW, IL US",11/6/2000,0.61,63,44,45
USC00116738,"PERRY 6 NW, IL US",11/7/2000,0.52,60,40,41
USC00116738,"PERRY 6 NW, IL US",11/8/2000,0,48,29,34
USC00116738,"PERRY 6 NW, IL US",11/9/2000,0.49,42,33,35
USC00116738,"PERRY 6 NW, IL US",11/10/2000,0.02,36,29,30
USC00116738,"PERRY 6 NW, IL US",11/11/2000,0,35,30,31
USC00116738,"PERRY 6 NW, IL US",11/12/2000,0,43,31,37
USC00116738,"PERRY 6 NW, IL US",11/13/2000,0.02,47,30,30
USC00116738,"PERRY 6 NW, IL US",11/14/2000,0.01,38,32,33
USC00116738,"PERRY 6 NW, IL US",11/15/2000,0,40,21,23
USC00116738,"PERRY 6 NW, IL US",11/16/2000,0,49,35,36
USC00116738,"PERRY 6 NW, IL US",11/17/2000,0,39,18,20
USC00116738,"PERRY 6 NW, IL US",11/18/2000,0,33,14,25
USC00116738,"PERRY 6 NW, IL US",11/19/2000,0,40,23,34
USC00116738,"PERRY 6 NW, IL US",11/20/2000,0,48,21,21
USC00116738,"PERRY 6 NW, IL US",11/21/2000,0,31,9,12
USC00116738,"PERRY 6 NW, IL US",11/22/2000,0,34,11,12
USC00116738,"PERRY 6 NW, IL US",11/23/2000,0,41,12,25
USC00116738,"PERRY 6 NW, IL US",11/24/2000,0,47,19,19
USC00116738,"PERRY 6 NW, IL US",11/25/2000,0.14,47,19,34
USC00116738,"PERRY 6 NW, IL US",11/26/2000,0.26,39,32,34
USC00116738,"PERRY 6 NW, IL US",11/27/2000,0,47,27,28
USC00116738,"PERRY 6 NW, IL US",11/28/2000,0,42,27,33
USC00116738,"PERRY 6 NW, IL US",11/29/2000,0.05,55,32,35
USC00116738,"PERRY 6 NW, IL US",11/30/2000,0,38,32,33
USC00116738,"PERRY 6 NW, IL US",12/1/2000,0.11,38,30,31
USC00116738,"PERRY 6 NW, IL US",12/2/2000,0.13,34,29,29
USC00116738,"PERRY 6 NW, IL US",12/3/2000,0,33,13,13
USC00116738,"PERRY 6 NW, IL US",12/4/2000,0,35,13,32
USC00116738,"PERRY 6 NW, IL US",12/5/2000,0,44,15,15
USC00116738,"PERRY 6 NW, IL US",12/6/2000,0.03,25,15,18
USC00116738,"PERRY 6 NW, IL US",12/7/2000,0,37,18,36
USC00116738,"PERRY 6 NW, IL US",12/8/2000,0,54,28,28
USC00116738,"PERRY 6 NW, IL US",12/9/2000,0,31,16,22
USC00116738,"PERRY 6 NW, IL US",12/10/2000,0,40,22,39
USC00116738,"PERRY 6 NW, IL US",12/11/2000,0.31,45,26,31
USC00116738,"PERRY 6 NW, IL US",12/12/2000,0.06,32,-1,0
USC00116738,"PERRY 6 NW, IL US",12/13/2000,0.08,14,0,12
USC00116738,"PERRY 6 NW, IL US",12/14/2000,0.39,17,7,10
USC00116738,"PERRY 6 NW, IL US",12/15/2000,0,21,0,16
USC00116738,"PERRY 6 NW, IL US",12/16/2000,0.16,33,15,33
USC00116738,"PERRY 6 NW, IL US",12/17/2000,0,35,-1,0
USC00116738,"PERRY 6 NW, IL US",12/18/2000,0,19,0,13
USC00116738,"PERRY 6 NW, IL US",12/19/2000,0.01,22,2,6
USC00116738,"PERRY 6 NW, IL US",12/20/2000,0,15,-2,9
USC00116738,"PERRY 6 NW, IL US",12/21/2000,0.07,22,3,3
USC00116738,"PERRY 6 NW, IL US",12/22/2000,0,11,-3,-3
USC00116738,"PERRY 6 NW, IL US",12/23/2000,0,15,-3,13
USC00116738,"PERRY 6 NW, IL US",12/24/2000,0,30,-1,1
USC00116738,"PERRY 6 NW, IL US",12/25/2000,0,11,-8,1
USC00116738,"PERRY 6 NW, IL US",12/26/2000,0,16,1,15
USC00116738,"PERRY 6 NW, IL US",12/27/2000,0.01,24,12,12
USC00116738,"PERRY 6 NW, IL US",12/28/2000,0,19,-4,6
USC00116738,"PERRY 6 NW, IL US",12/29/2000,0.12,20,5,15
USC00116738,"PERRY 6 NW, IL US",12/30/2000,0.03,20,10,13
USC00116738,"PERRY 6 NW, IL US",12/31/2000,0.01,20,11,13
USC00116738,"PERRY 6 NW, IL US",1/1/2001,0,20,-9,-8
USC00116738,"PERRY 6 NW, IL US",1/2/2001,0,19,-8,0
USC00116738,"PERRY 6 NW, IL US",1/3/2001,0,23,0,22
USC00116738,"PERRY 6 NW, IL US",1/4/2001,0,33,18,21
USC00116738,"PERRY 6 NW, IL US",1/5/2001,0,40,25,33
USC00116738,"PERRY 6 NW, IL US",1/6/2001,0,41,17,29
USC00116738,"PERRY 6 NW, IL US",1/7/2001,0,46,26,30
USC00116738,"PERRY 6 NW, IL US",1/8/2001,0,37,28,28
USC00116738,"PERRY 6 NW, IL US",1/9/2001,0,26,4,6
USC00116738,"PERRY 6 NW, IL US",1/10/2001,0,32,6,19
USC00116738,"PERRY 6 NW, IL US",1/11/2001,0,46,20,30
USC00116738,"PERRY 6 NW, IL US",1/12/2001,0.13,38,30,33
USC00116738,"PERRY 6 NW, IL US",1/13/2001,0,37,27,30
USC00116738,"PERRY 6 NW, IL US",1/14/2001,0.28,38,33,37
USC00116738,"PERRY 6 NW, IL US",1/15/2001,0,42,31,32
